10000,,
0,89.85,42.99
1,35.21,119.72
2,0.82,278.79
3,44.5,358.66
4,89.9,486.21
5,15.04,535.29
6,55.08,636.1
7,59.23,773.72
8,41.32,846.09
9,87.22,908.96
10,36.77,1005.1
11,74.44,1182.6
12,77.61,1277.61
13,91.29,1328.95
14,80.89,1489.32
15,14.9,1572.84
16,49.46,1636.57
17,71.06,1778.08
18,34.62,1869.08
19,96.87,1939.2
20,58.13,2028.12
21,96.07,2190.51
22,39.98,2255.93
23,96.21,2306.9
24,74.46,2463.46
25,3.84,2588.43
26,2.77,2663.73
27,31.38,2746.93
28,55.16,2876.45
29,36.41,2929.18
30,96.91,3012.89
31,55.84,3195.22
32,10.4,3212.26
33,42.14,3338.49
34,79.24,3451.91
35,73.99,3503.23
36,31.97,3613.34
37,80.75,3735.1
38,41.08,3887.2
39,70.08,3961.91
40,53.18,4027.69
41,39.29,4163.59
42,46.76,4254.45
43,39.48,4395.79
44,8.6,4453.86
45,38.25,4514.7
46,73.64,4620.1
47,31.37,4790.52
48,70.71,4886.44
49,73.37,4944.12
50,22.66,5016.35
51,66.31,5124.41
52,36.14,5224.93
53,12.73,5311.9
54,37.56,5475.52
55,49.03,5568.24
56,67.21,5651.29
57,1.9,5768.56
58,98.38,5885.59
59,12.06,5954.37
60,78.91,6036.58
61,24.82,6126.21
62,97.74,6222.6
63,60.17,6319.28
64,5.68,6456.72
65,84.96,6515.53
66,54.82,6610.49
67,96.47,6795.94
68,81.25,6890.11
69,74.58,6913.25
70,74.05,7014.24
71,78.57,7140.26
72,32.15,7232.17
73,24.56,7316.38
74,74.65,7476.02
75,25.63,7557.82
76,95.16,7667.63
77,12.94,7744.73
78,22.14,7857.49
79,95.65,7936.68
80,95.45,8011.26
81,36.08,8118.35
82,33.68,8267.98
83,68.97,8349.67
84,90.35,8430.77
85,7.87,8523.08
86,78.92,8651.07
87,14.46,8780.42
88,22.91,8889.7
89,55.29,8989.6
90,84.97,9069.6
91,24.36,9176.82
92,20.66,9233.99
93,85.66,9303.37
94,59.12,9467.83
95,4.58,9528.38
96,47.58,9606.87
97,33.21,9761.6
98,68.27,9810.85
99,67.49,9986.92
100,175.82,23.05
101,178.38,192.03
102,130.23,241.66
103,150.11,340.58
104,160.63,493.58
105,156.77,504.16
106,146.95,660.1
107,199.88,731
108,192.43,887.14
109,123.44,936.8
110,170.64,1039.81
111,180.49,1160.85
112,180.8,1277.55
113,125.75,1353.57
114,181.36,1418.17
115,147.85,1587.33
116,180.89,1633.13
117,140.19,1793.62
118,115.32,1858.01
119,163.69,1968.91
120,119.9,2095.29
121,116.68,2185.29
122,155.41,2249.42
123,111.1,2321.26
124,183.69,2437.13
125,150.73,2549.32
126,152.06,2662.77
127,166.88,2787.74
128,106.37,2877.11
129,182.61,2992.83
130,198.65,3040.69
131,178.9,3130.01
132,151.31,3240.9
133,149.34,3345.84
134,194.77,3418.05
135,113.87,3562.05
136,118.4,3696.6
137,195.02,3797.93
138,161.74,3841.56
139,106.18,3913.31
140,171.33,4078.24
141,109.07,4129.63
142,150.12,4238.84
143,142.54,4383.78
144,140.74,4477.82
145,108.52,4534.18
146,133.7,4623.86
147,140.97,4719.13
148,168.63,4840.59
149,194.16,4974.9
150,121.3,5043.84
151,149.3,5112.67
152,133.94,5200.68
153,159.44,5393.56
154,132.99,5480.18
155,178.9,5556.39
156,143.77,5669.04
157,126.49,5742.38
158,166.35,5846.8
159,180.7,5937.43
160,190.46,6061.45
161,121.11,6113.5
162,102.13,6270.44
163,123.34,6388.22
164,156.8,6474.31
165,178.56,6570.13
166,174.78,6697.54
167,106.44,6754.38
168,108.88,6830.56
169,187.21,6906.39
170,176,7074.61
171,169.05,7102.27
172,113.27,7284.36
173,147.74,7368.06
174,103.73,7424.43
175,136.87,7557.77
176,153.1,7665.91
177,139.58,7770.74
178,193.61,7810.58
179,105.21,7993.17
180,126.05,8037.19
181,197.1,8144.4
182,192.88,8237.11
183,142.39,8358.14
184,111.42,8447.39
185,193.05,8593.84
186,163.46,8619
187,127.06,8747.92
188,183.31,8861.96
189,177.61,8946.57
190,137.97,9093.9
191,142.37,9157.98
192,153.28,9250.91
193,151.6,9306.71
194,178.19,9445.18
195,123.67,9569.2
196,186.14,9654.42
197,148.05,9736.26
198,138.64,9843.92
199,147.95,9921.96
200,266.11,71.53
201,276.48,116.5
202,292.88,259.01
203,237.49,308.81
204,220.08,487.61
205,236.79,504.1
206,294.62,673.62
207,245.05,767.08
208,241.69,877.79
209,287.1,944.87
210,273,1014.92
211,266.09,1117.2
212,258.32,1222
213,205.52,1393.07
214,215.57,1422.72
215,285.34,1540.22
216,237.43,1616.17
217,234.64,1715.17
218,214.83,1824.45
219,299.73,1916.62
220,278.25,2028.27
221,219.74,2118.38
222,238.44,2204.29
223,261.86,2321.62
224,211.96,2425.39
225,248.67,2545.08
226,287.22,2624.06
227,253.44,2767.22
228,255.35,2802.44
229,281.56,2928.86
230,210.84,3015.28
231,276.24,3118.76
232,289.08,3281.83
233,245.44,3339.85
234,285,3400.72
235,225.4,3517.72
236,252.25,3611.56
237,205.3,3785.77
238,237.01,3826.34
239,267.36,3933.12
240,200.12,4076.47
241,207.63,4157.71
242,286.44,4245.67
243,210.55,4319.98
244,207.61,4483.56
245,281.31,4581.41
246,228.14,4687.84
247,221.6,4781.66
248,241.48,4846.61
249,227.66,4920.88
250,232.67,5058.54
251,296.33,5111.3
252,220.69,5207.16
253,213.32,5358.06
254,257.68,5487.15
255,208.26,5539.52
256,248.6,5655.69
257,235.09,5789.81
258,272.53,5857.46
259,273.59,5928.67
260,274.35,6028.31
261,222.86,6167.75
262,291.26,6214.2
